fid,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,la_bg_final_NAME,la_bg_final_pop,la_bg_final_bg_fire_counts
"3330","06","037","603101","1","060376031011",Block Group 1,G5030,S,"295460","0","+33.8869119","-118.2954722",,,,,
"3331","06","037","603101","2","060376031012",Block Group 2,G5030,S,"307723","0","+33.8832789","-118.2954892",,,,,
"3332","06","037","603101","3","060376031013",Block Group 3,G5030,S,"278367","0","+33.8905183","-118.2953976",,,,,
"3333","06","037","576700","1","060375767001",Block Group 1,G5030,S,"250454","0","+33.7652018","-118.1570269",,,,,
"3334","06","037","603102","2","060376031022",Block Group 2,G5030,S,"208316","0","+33.8778454","-118.2953926",,,,,
"3335","06","037","575803","1","060375758031",Block Group 1,G5030,S,"99677","0","+33.7807819","-118.1937168",,,,,
"3336","06","037","575803","2","060375758032",Block Group 2,G5030,S,"99912","0","+33.7771545","-118.1937128",,,,,
"3337","06","037","575901","1","060375759011",Block Group 1,G5030,S,"66181","0","+33.7735714","-118.1991530",,,,,
"3338","06","037","224010","1","060372240101",Block Group 1,G5030,S,"490523","0","+34.0351366","-118.2629761",,,,,
"3339","06","037","224010","2","060372240102",Block Group 2,G5030,S,"339875","0","+34.0391117","-118.2701143",,,,,
"3340","06","037","575901","3","060375759013",Block Group 3,G5030,S,"59146","0","+33.7706185","-118.2016217",,,,,
"3341","06","037","575901","4","060375759014",Block Group 4,G5030,S,"213925","68001","+33.7716797","-118.2034868",,,,,
"3342","06","037","575902","1","060375759021",Block Group 1,G5030,S,"165996","0","+33.7723166","-118.1937154",,,,,
"3343","06","037","576502","2","060375765022",Block Group 2,G5030,S,"84696","0","+33.7707593","-118.1740759",,,,,
"3344","06","037","576601","1","060375766011",Block Group 1,G5030,S,"258418","31074","+33.7649184","-118.1801345",,,,,
"3345","06","037","576602","1","060375766021",Block Group 1,G5030,S,"246841","1907927","+33.7641468","-118.1739535",,,,,
"3346","06","037","576602","3","060375766023",Block Group 3,G5030,S,"115336","0","+33.7669112","-118.1684006",,,,,
"3347","06","037","576602","4","060375766024",Block Group 4,G5030,S,"86770","0","+33.7672351","-118.1738270",,,,,
"3348","06","037","576700","2","060375767002",Block Group 2,G5030,S,"367244","1661604","+33.7526438","-118.1598940",,,,,
"3349","06","037","576700","3","060375767003",Block Group 3,G5030,S,"216751","0","+33.7665104","-118.1621220",,,,,
"3350","06","037","576801","1","060375768011",Block Group 1,G5030,S,"165607","0","+33.7735188","-118.1633399",,,,,
"3351","06","037","577400","3","060375774003",Block Group 3,G5030,S,"149937","0","+33.7620635","-118.1337670",,,,,
"3352","06","037","576801","3","060375768013",Block Group 3,G5030,S,"188307","0","+33.7713746","-118.1664097",,,,,
"3353","06","037","576802","2","060375768022",Block Group 2,G5030,S,"223658","0","+33.7698915","-118.1575843",,,,,
"3354","06","037","576901","1","060375769011",Block Group 1,G5030,S,"121068","0","+33.7807861","-118.1660146",,,,,
"3355","06","037","577400","1","060375774001",Block Group 1,G5030,S,"183602","0","+33.7651790","-118.1376026",,,,,
"3356","06","037","577400","2","060375774002",Block Group 2,G5030,S,"160645","0","+33.7631043","-118.1376420",,,,,
"3357","06","037","218600","1","060372186001",Block Group 1,G5030,S,"142879","0","+34.0360024","-118.3448640",,,,,
"3358","06","037","577400","4","060375774004",Block Group 4,G5030,S,"151181","0","+33.7607715","-118.1307415",,,,,
"3359","06","037","577501","1","060375775011",Block Group 1,G5030,S,"354576","236074","+33.7567564","-118.1205474",,,,,
"3360","06","037","577501","2","060375775012",Block Group 2,G5030,S,"213773","285838","+33.7527670","-118.1222231",,,,,
"3361","06","037","601301","2","060376013012",Block Group 2,G5030,S,"349144","0","+33.9781247","-118.3637649",,,,,
"3362","06","037","601302","4","060376013024",Block Group 4,G5030,S,"315279","0","+33.9683467","-118.3682912",,,,,
"3363","06","037","601303","3","060376013033",Block Group 3,G5030,S,"198729","0","+33.9755980","-118.3625288",,,,,
"3364","06","037","601401","1","060376014011",Block Group 1,G5030,S,"212565","0","+33.9638430","-118.3640638",,,,,
"3365","06","037","601401","2","060376014012",Block Group 2,G5030,S,"226174","0","+33.9590784","-118.3638570",,,,,
"3366","06","037","218300","3","060372183003",Block Group 3,G5030,S,"151919","1262","+34.0427831","-118.3538650",,,,,
"3367","06","037","218300","4","060372183004",Block Group 4,G5030,S,"198665","4706","+34.0413787","-118.3589953",,,,,
"3368","06","037","218300","5","060372183005",Block Group 5,G5030,S,"211414","3453","+34.0398172","-118.3629004",,,,,
"3369","06","037","218400","1","060372184001",Block Group 1,G5030,S,"173449","0","+34.0370037","-118.3602514",,,,,
"3370","06","037","218400","2","060372184002",Block Group 2,G5030,S,"186389","0","+34.0391735","-118.3556783",,,,,
"3371","06","037","218400","3","060372184003",Block Group 3,G5030,S,"151265","0","+34.0353554","-118.3575986",,,,,
"3372","06","037","218500","2","060372185002",Block Group 2,G5030,S,"274099","0","+34.0364881","-118.3520356",,,,,
"3373","06","037","603302","1","060376033021",Block Group 1,G5030,S,"187317","0","+33.8783144","-118.3022616",,,,,
"3374","06","037","603102","3","060376031023",Block Group 3,G5030,S,"322005","0","+33.8747069","-118.2949379",,,,,
"3375","06","037","603200","1","060376032001",Block Group 1,G5030,S,"237828","0","+33.8674556","-118.3058549",,,,,
"3376","06","037","603200","2","060376032002",Block Group 2,G5030,S,"470317","18561","+33.8701465","-118.3023094",,,,,
"3377","06","037","603200","3","060376032003",Block Group 3,G5030,S,"397619","14757","+33.8681734","-118.2927890",,,,,
"3378","06","037","603301","3","060376033013",Block Group 3,G5030,S,"354115","0","+33.8837751","-118.3067571",,,,,
"3379","06","037","603302","2","060376033022",Block Group 2,G5030,S,"546315","0","+33.8757510","-118.3049125",,,,,
"3380","06","037","603302","3","060376033023",Block Group 3,G5030,S,"390896","10554","+33.8778485","-118.3111783",,,,,
"3381","06","037","603400","1","060376034001",Block Group 1,G5030,S,"282589","0","+33.8978438","-118.3113014",,,,,
"3382","06","037","620301","1","060376203011",Block Group 1,G5030,S,"306820","0","+33.8993052","-118.4000426",,,,,
"3383","06","037","603400","2","060376034002",Block Group 2,G5030,S,"436676","0","+33.8901931","-118.3127245",,,,,
"3384","06","037","620101","1","060376201011",Block Group 1,G5030,S,"378599","0","+33.9274956","-118.4135854",,,,,
"3385","06","037","620101","2","060376201012",Block Group 2,G5030,S,"477490","0","+33.9263080","-118.4203400",,,,,
"3386","06","037","620101","3","060376201013",Block Group 3,G5030,S,"495594","3064","+33.9288913","-118.4258706",0.00497988272658668,0.0125607779578606,"Block Group 3, Census Tract 6201.01, Los Angeles County, California","2468","31"
"3387","06","037","620102","1","060376201021",Block Group 1,G5030,S,"253474","0","+33.9215397","-118.4155066",,,,,
"3388","06","037","620102","3","060376201023",Block Group 3,G5030,S,"380623","0","+33.9208155","-118.4215786",,,,,
"3389","06","037","620201","2","060376202012",Block Group 2,G5030,S,"158791","189668","+33.9033703","-118.4218562",,,,,
"3390","06","037","620301","3","060376203013",Block Group 3,G5030,S,"259901","0","+33.9005276","-118.4080047",,,,,
"3391","06","037","620303","1","060376203031",Block Group 1,G5030,S,"301048","0","+33.8952660","-118.3982353",,,,,
"3392","06","037","620400","1","060376204001",Block Group 1,G5030,S,"1468426","0","+33.8976512","-118.3867024",,,,,
"3393","06","037","620303","2","060376203032",Block Group 2,G5030,S,"349514","0","+33.8897206","-118.3994792",,,,,
"3394","06","037","620303","3","060376203033",Block Group 3,G5030,S,"264201","0","+33.8888733","-118.4061898",,,,,
"3395","06","037","620303","4","060376203034",Block Group 4,G5030,S,"243339","0","+33.8925894","-118.4048158",,,,,
"3396","06","037","620400","3","060376204003",Block Group 3,G5030,S,"437608","10360","+33.8894890","-118.3861528",,,,,
"3397","06","037","620400","4","060376204004",Block Group 4,G5030,S,"459524","0","+33.8909936","-118.3928955",,,,,
"3398","06","037","576200","1","060375762001",Block Group 1,G5030,S,"136748","0","+33.7737961","-118.1828787",,,,,
"3399","06","037","576200","2","060375762002",Block Group 2,G5030,S,"103178","0","+33.7708093","-118.1833281",,,,,
"3400","06","037","576901","2","060375769012",Block Group 2,G5030,S,"202035","0","+33.7771559","-118.1649340",,,,,
"3401","06","037","576901","3","060375769013",Block Group 3,G5030,S,"121793","0","+33.7807864","-118.1627565",,,,,
"3402","06","037","577000","1","060375770001",Block Group 1,G5030,S,"203013","0","+33.7816850","-118.1469651",,,,,
"3403","06","037","601700","1","060376017001",Block Group 1,G5030,S,"117470","0","+33.9355204","-118.3513851",,,,,
"3404","06","037","577000","2","060375770002",Block Group 2,G5030,S,"202567","0","+33.7798687","-118.1469802",,,,,
"3405","06","037","577000","3","060375770003",Block Group 3,G5030,S,"202241","0","+33.7780555","-118.1469801",,,,,
"3406","06","037","577000","4","060375770004",Block Group 4,G5030,S,"301868","0","+33.7764444","-118.1447475",,,,,
"3407","06","037","577000","5","060375770005",Block Group 5,G5030,S,"936507","2503","+33.7785900","-118.1324908",,,,,
"3408","06","037","577100","1","060375771001",Block Group 1,G5030,S,"242419","0","+33.7735152","-118.1448005",,,,,
"3409","06","037","577501","3","060375775013",Block Group 3,G5030,S,"260830","10935","+33.7555883","-118.1253677",,,,,
"3410","06","037","601401","3","060376014013",Block Group 3,G5030,S,"1134362","0","+33.9581566","-118.3724218",,,,,
"3411","06","037","601402","2","060376014022",Block Group 2,G5030,S,"228808","0","+33.9476969","-118.3637022",,,,,
"3412","06","037","601402","3","060376014023",Block Group 3,G5030,S,"310326","0","+33.9492101","-118.3679485",,,,,
"3413","06","037","601402","4","060376014024",Block Group 4,G5030,S,"213015","0","+33.9548033","-118.3672210",,,,,
"3414","06","037","601501","2","060376015012",Block Group 2,G5030,S,"230738","0","+33.9436724","-118.3666203",,,,,
"3415","06","037","601502","1","060376015021",Block Group 1,G5030,S,"242382","0","+33.9400110","-118.3602208",,,,,
"3416","06","037","601502","2","060376015022",Block Group 2,G5030,S,"248416","0","+33.9401515","-118.3668623",,,,,
"3417","06","037","601600","1","060376016001",Block Group 1,G5030,S,"178387","0","+33.9355188","-118.3585664",,,,,
"3418","06","037","601600","3","060376016003",Block Group 3,G5030,S,"555741","0","+33.9343602","-118.3662747",,,,,
"3419","06","037","601802","2","060376018022",Block Group 2,G5030,S,"165501","0","+33.9400094","-118.3547330",,,,,
"3420","06","037","601700","2","060376017002",Block Group 2,G5030,S,"238840","0","+33.9346272","-118.3454936",,,,,
"3421","06","037","601700","4","060376017004",Block Group 4,G5030,S,"221664","0","+33.9357781","-118.3547366",,,,,
"3422","06","037","601801","1","060376018011",Block Group 1,G5030,S,"321673","0","+33.9436370","-118.3482134",,,,,
"3423","06","037","603702","3","060376037023",Block Group 3,G5030,S,"400503","18355","+33.8924043","-118.3361766",,,,,
"3424","06","037","603400","3","060376034003",Block Group 3,G5030,S,"415058","0","+33.8939444","-118.3156334",,,,,
"3425","06","037","603500","1","060376035001",Block Group 1,G5030,S,"226133","0","+33.8999694","-118.3170070",,,,,
"3426","06","037","603500","2","060376035002",Block Group 2,G5030,S,"347259","1096","+33.8993827","-118.3237606",,,,,
"3427","06","037","603600","2","060376036002",Block Group 2,G5030,S,"205217","0","+33.8892491","-118.3206106",,,,,
"3428","06","037","603600","3","060376036003",Block Group 3,G5030,S,"407220","0","+33.8867036","-118.3233707",,,,,
"3429","06","037","603702","1","060376037021",Block Group 1,G5030,S,"304577","0","+33.8910663","-118.3285515",,,,,
"3430","06","037","603702","2","060376037022",Block Group 2,G5030,S,"1486758","54919","+33.8829956","-118.3393815",,,,,
"3431","06","037","603702","4","060376037024",Block Group 4,G5030,S,"347502","0","+33.8910949","-118.3415843",,,,,
"3432","06","037","620601","1","060376206011",Block Group 1,G5030,S,"719392","0","+33.8693841","-118.3570668",,,,,
"3433","06","037","620501","1","060376205011",Block Group 1,G5030,S,"164193","0","+33.8857218","-118.3722508",,,,,
"3434","06","037","620501","2","060376205012",Block Group 2,G5030,S,"258117","0","+33.8819270","-118.3631363",,,,,
"3435","06","037","620501","3","060376205013",Block Group 3,G5030,S,"1045044","0","+33.8885352","-118.3659303",,,,,
"3436","06","037","620501","6","060376205016",Block Group 6,G5030,S,"805919","0","+33.8897088","-118.3749048",,,,,
"3437","06","037","620521","2","060376205212",Block Group 2,G5030,S,"156268","0","+33.8749797","-118.3634560",,,,,
"3438","06","037","620602","3","060376206023",Block Group 3,G5030,S,"324614","0","+33.8632572","-118.3649916",,,,,
"3439","06","037","620601","3","060376206013",Block Group 3,G5030,S,"190631","0","+33.8677281","-118.3679353",,,,,
"3440","06","037","620602","1","060376206021",Block Group 1,G5030,S,"319632","0","+33.8609472","-118.3585853",,,,,
"3441","06","037","620602","2","060376206022",Block Group 2,G5030,S,"208527","0","+33.8613305","-118.3627450",,,,,
"3442","06","037","620602","4","060376206024",Block Group 4,G5030,S,"323498","0","+33.8612005","-118.3701366",,,,,
"3443","06","037","602103","2","060376021032",Block Group 2,G5030,S,"163024","0","+33.9254939","-118.3591052",,,,,
"3444","06","037","577602","1","060375776021",Block Group 1,G5030,S,"587031","0","+33.7719980","-118.1153619",,,,,
"3445","06","037","577603","1","060375776031",Block Group 1,G5030,S,"497126","0","+33.7723450","-118.1239397",,,,,
"3446","06","037","601900","1","060376019001",Block Group 1,G5030,S,"362645","0","+33.9416142","-118.3373982",,,,,
"3447","06","037","601900","2","060376019002",Block Group 2,G5030,S,"334010","0","+33.9415557","-118.3417909",,,,,
"3448","06","037","602002","1","060376020021",Block Group 1,G5030,S,"211397","1004","+33.9295052","-118.3407219",,,,,
"3449","06","037","602003","1","060376020031",Block Group 1,G5030,S,"315147","0","+33.9343416","-118.3416169",,,,,
"3450","06","037","602004","1","060376020041",Block Group 1,G5030,S,"313819","0","+33.9343340","-118.3326412",,,,,
"3451","06","037","602004","2","060376020042",Block Group 2,G5030,S,"278556","0","+33.9343211","-118.3283956",,,,,
"3452","06","037","602103","1","060376021031",Block Group 1,G5030,S,"312555","0","+33.9277803","-118.3541980",,,,,
"3453","06","037","602103","3","060376021033",Block Group 3,G5030,S,"360322","0","+33.9300337","-118.3578712",,,,,
"3454","06","037","602104","1","060376021041",Block Group 1,G5030,S,"339084","0","+33.9274881","-118.3461089",,,,,
"3455","06","037","602104","2","060376021042",Block Group 2,G5030,S,"381842","0","+33.9280860","-118.3504049",,,,,
"3456","06","037","602105","1","060376021051",Block Group 1,G5030,S,"162361","0","+33.9218761","-118.3460333",,,,,
"3457","06","037","602105","2","060376021052",Block Group 2,G5030,S,"301998","0","+33.9181605","-118.3479534",,,,,
"3458","06","037","602200","2","060376022002",Block Group 2,G5030,S,"224899","0","+33.9263683","-118.3763752",,,,,
"3459","06","037","602106","1","060376021061",Block Group 1,G5030,S,"329485","0","+33.9218554","-118.3568595",,,,,
"3460","06","037","602106","2","060376021062",Block Group 2,G5030,S,"328217","0","+33.9182306","-118.3568477",,,,,
"3461","06","037","602106","3","060376021063",Block Group 3,G5030,S,"162169","0","+33.9218493","-118.3634550",,,,,
"3462","06","037","599000","2","060375990002",Block Group 2,G5030,S,"577248","669391","+33.3472241","-118.3273618",,,,,
"3463","06","037","218600","2","060372186002",Block Group 2,G5030,S,"136026","0","+34.0369422","-118.3402103",,,,,
"3464","06","037","218600","3","060372186003",Block Group 3,G5030,S,"151722","0","+34.0385129","-118.3430175",,,,,
"3465","06","037","219500","1","060372195001",Block Group 1,G5030,S,"258036","0","+34.0206736","-118.3377577",,,,,
"3466","06","037","219500","2","060372195002",Block Group 2,G5030,S,"299551","0","+34.0211304","-118.3429827",,,,,
"3467","06","037","219700","1","060372197001",Block Group 1,G5030,S,"239769","0","+34.0308383","-118.3478247",,,,,
"3468","06","037","219700","3","060372197003",Block Group 3,G5030,S,"672728","0","+34.0251219","-118.3504738",,,,,
"3469","06","037","219800","3","060372198003",Block Group 3,G5030,S,"180320","0","+34.0317404","-118.3546794",,,,,
"3470","06","037","577603","2","060375776032",Block Group 2,G5030,S,"558392","298384","+33.7654065","-118.1205075",,,,,
