fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,tract_final_NAME,tract_final_pop,tract_final_tract_fire_counts
"3930","06","075","012000","06075012000","120",Census Tract 120,G5020,S,"125229","0","+37.7879645","-122.4185273",0.0318855856071677,0.000500876533934385,"Census Tract 120, San Francisco County, California","3993","2"
"3931","06","075","026001","06075026001","260.01",Census Tract 260.01,G5020,S,"407294","0","+37.7235502","-122.4322434",,,,,
"3932","06","075","026003","06075026003","260.03",Census Tract 260.03,G5020,S,"402979","0","+37.7196216","-122.4287729",,,,,
"3933","06","075","026404","06075026404","264.04",Census Tract 264.04,G5020,S,"189171","0","+37.7096508","-122.4152933",,,,,
"3934","06","001","426200","06001426200","4262",Census Tract 4262,G5020,S,"1358212","0","+37.8246262","-122.2406411",,,,,
"3935","06","001","427100","06001427100","4271",Census Tract 4271,G5020,S,"1025446","168200","+37.7649090","-122.2299614",,,,,
"3936","06","001","427200","06001427200","4272",Census Tract 4272,G5020,S,"1329667","650377","+37.7808270","-122.2482550",,,,,
"3937","06","085","503401","06085503401","5034.01",Census Tract 5034.01,G5020,S,"749901","0","+37.3330501","-121.8399909",,,,,
"3938","06","075","025401","06075025401","254.01",Census Tract 254.01,G5020,S,"363721","12207","+37.7396295","-122.4224695",,,,,
"3939","06","075","016100","06075016100","161",Census Tract 161,G5020,S,"368899","0","+37.7799830","-122.4286631",,,,,
"3940","06","075","011000","06075011000","110",Census Tract 110,G5020,S,"239179","0","+37.7943766","-122.4197978",0.0200352037595274,0.568447412353923,"Census Tract 110, San Francisco County, California","4792","2724"
"3941","06","075","035100","06075035100","351",Census Tract 351,G5020,S,"925693","0","+37.7576288","-122.4991518",,,,,
"3942","06","075","060502","06075060502","605.02",Census Tract 605.02,G5020,S,"275511","0","+37.7110029","-122.4199133",,,,,
"3943","06","075","045100","06075045100","451",Census Tract 451,G5020,S,"384459","0","+37.7775849","-122.4613475",,,,,
"3944","06","075","016500","06075016500","165",Census Tract 165,G5020,S,"370453","0","+37.7741958","-122.4477883",,,,,
"3945","06","075","015300","06075015300","153",Census Tract 153,G5020,S,"233721","0","+37.7867618","-122.4393346",,,,,
"3946","06","075","013500","06075013500","135",Census Tract 135,G5020,S,"235184","0","+37.7908976","-122.4325551",,,,,
"3947","06","075","023103","06075023103","231.03",Census Tract 231.03,G5020,S,"1255708","0","+37.7356320","-122.3759656",,,,,
"3948","06","075","022801","06075022801","228.01",Census Tract 228.01,G5020,S,"578057","0","+37.7607269","-122.4125113",,,,,
"3949","06","075","018000","06075018000","180",Census Tract 180,G5020,S,"937021","0","+37.7753304","-122.4022764",,,,,
"3950","06","075","013000","06075013000","130",Census Tract 130,G5020,S,"365819","0","+37.7972442","-122.4305172",0.0132934593337142,0.0427719514702858,"Census Tract 130, San Francisco County, California","4863","208"
"3951","06","085","503402","06085503402","5034.02",Census Tract 5034.02,G5020,S,"881049","0","+37.3257564","-121.8349805",,,,,
"3952","06","085","503507","06085503507","5035.07",Census Tract 5035.07,G5020,S,"388539","0","+37.3401850","-121.8319402",,,,,
"3953","06","085","508004","06085508004","5080.04",Census Tract 5080.04,G5020,S,"1430346","0","+37.3163706","-122.0012695",,,,,
"3954","06","001","427300","06001427300","4273",Census Tract 4273,G5020,S,"1950569","861366","+37.7810489","-122.2662775",,,,,
"3955","06","059","011503","06059011503","115.03",Census Tract 115.03,G5020,S,"860642","0","+33.8793633","-117.8934361",0.00213329119424801,0.00108932461873638,"Census Tract 115.03, Orange County, California","1836","2"
"3956","06","059","011504","06059011504","115.04",Census Tract 115.04,G5020,S,"1969340","0","+33.8820624","-117.8831381",0.00306650959204607,0.00629243252194072,"Census Tract 115.04, Orange County, California","6039","38"
"3957","06","059","011601","06059011601","116.01",Census Tract 116.01,G5020,S,"1169184","0","+33.8608343","-117.9286330",,,,,
"3958","06","059","011602","06059011602","116.02",Census Tract 116.02,G5020,S,"5641941","28076","+33.8615748","-117.9022903",,,,,
"3959","06","077","000300","06077000300","3",Census Tract 3,G5020,S,"1313786","151730","+37.9524848","-121.3008145",0.00170499609525448,9.75714285714286,"Census Tract 3, San Joaquin County, California","2240","21856"
"3960","06","077","000401","06077000401","4.01",Census Tract 4.01,G5020,S,"1045664","0","+37.9613437","-121.3057992",0.0030258285644337,0.020543615676359,"Census Tract 4.01, San Joaquin County, California","3164","65"
"3961","06","077","000402","06077000402","4.02",Census Tract 4.02,G5020,S,"1459857","0","+37.9640353","-121.2901386",0.00272355443033119,0.0445171026156942,"Census Tract 4.02, San Joaquin County, California","3976","177"
"3962","06","077","000500","06077000500","5",Census Tract 5,G5020,S,"983998","0","+37.9626579","-121.2768173",0.00250508639245202,13.4742393509128,"Census Tract 5, San Joaquin County, California","2465","33214"
"3963","06","077","000600","06077000600","6",Census Tract 6,G5020,S,"912537","0","+37.9483606","-121.2729275",0.00198128952579457,0.588495575221239,"Census Tract 6, San Joaquin County, California","1808","1064"
"3964","06","059","032051","06059032051","320.51",Census Tract 320.51,G5020,S,"834656","49350","+33.6485029","-117.5883621",,,,,
"3965","06","059","032054","06059032054","320.54",Census Tract 320.54,G5020,S,"1548521","0","+33.6388097","-117.5952959",,,,,
"3966","06","059","032055","06059032055","320.55",Census Tract 320.55,G5020,S,"1089384","0","+33.6427593","-117.5844913",,,,,
"3967","06","059","042103","06059042103","421.03",Census Tract 421.03,G5020,S,"3373071","1702801","+33.4077823","-117.6068765",,,,,
"3968","06","059","062638","06059062638","626.38",Census Tract 626.38,G5020,S,"1308167","0","+33.5792026","-117.7338983",,,,,
"3969","06","085","504411","06085504411","5044.11",Census Tract 5044.11,G5020,S,"1366099","0","+37.4161016","-121.8648350",,,,,
"3970","06","071","005200","06071005200","52",Census Tract 52,G5020,S,"1979873","0","+34.1445247","-117.2817174",0.00242288267984866,0.000208463623097769,"Census Tract 52, San Bernardino County, California","4797","1"
"3971","06","077","000700","06077000700","7",Census Tract 7,G5020,S,"1805560","25674","+37.9431727","-121.2878729",0.00231340969006846,0.0138855638017716,"Census Tract 7, San Joaquin County, California","4177","58"
"3972","06","077","000900","06077000900","9",Census Tract 9,G5020,S,"2976611","407564","+37.9579545","-121.3268261",0.0019528920641629,0.0935833476690177,"Census Tract 9, San Joaquin County, California","5813","544"
"3973","06","059","062640","06059062640","626.40",Census Tract 626.40,G5020,S,"1473841","0","+33.5648039","-117.7222301",,,,,
"3974","06","059","062641","06059062641","626.41",Census Tract 626.41,G5020,S,"2191840","0","+33.6018745","-117.7261696",,,,,
"3975","06","059","062642","06059062642","626.42",Census Tract 626.42,G5020,S,"2040135","0","+33.6046208","-117.8634236",,,,,
"3976","06","059","062646","06059062646","626.46",Census Tract 626.46,G5020,S,"1296205","0","+33.6069697","-117.7160560",,,,,
"3977","06","071","980100","06071980100","9801",Census Tract 9801,G5020,S,"8028775","0","+34.0978652","-117.2398343",0,,"Census Tract 9801, San Bernardino County, California","0","41"
"3978","06","071","008001","06071008001","80.01",Census Tract 80.01,G5020,S,"4890513","0","+34.0811990","-117.1893524",0.00137265763325852,0.000148964695367198,"Census Tract 80.01, San Bernardino County, California","6713","1"
"3979","06","065","045222","06065045222","452.22",Census Tract 452.22,G5020,S,"7874002","0","+33.7259738","-116.1809846",,,,,
"3980","06","065","045228","06065045228","452.28",Census Tract 452.28,G5020,S,"107416078","0","+33.8022017","-116.2439847",5.63137298682605e-05,0.0001653165812531,"Census Tract 452.28, Riverside County, California","6049","1"
"3981","06","065","045609","06065045609","456.09",Census Tract 456.09,G5020,S,"91054764","0","+33.6447996","-116.1520685",4.8267655715411e-05,0.00728100113765643,"Census Tract 456.09, Riverside County, California","4395","32"
"3982","06","065","046900","06065046900","469",Census Tract 469,G5020,S,"9859940391","266083","+33.7785595","-115.3687419",1.60852899419927e-07,0.344262295081967,"Census Tract 469, Riverside County, California","1586","546"
"3983","06","065","047202","06065047202","472.02",Census Tract 472.02,G5020,S,"41274587","0","+33.9067800","-116.3494734",4.41191573885403e-05,0.00109829763866008,"Census Tract 472.02, Riverside County, California","1821","2"
"3984","06","065","045125","06065045125","451.25",Census Tract 451.25,G5020,S,"86633126","169564","+33.6569608","-116.3457042",,,,,
"3985","06","065","048100","06065048100","481",Census Tract 481,G5020,S,"65283449","0","+33.8153198","-117.5882276",0.000117074084121995,0.0020934188146016,"Census Tract 481, Riverside County, California","7643","16"
"3986","06","065","049700","06065049700","497",Census Tract 497,G5020,S,"81993201","93978","+33.5219473","-117.2545877",0.000111338499883667,0.00317668967028152,"Census Tract 497, Riverside County, California","9129","29"
"3987","06","065","050300","06065050300","503",Census Tract 503,G5020,S,"12044524","0","+33.5863920","-117.1519699",0.00111328600449466,7.45767767917071e-05,"Census Tract 503, Riverside County, California","13409","1"
"3988","06","065","050600","06065050600","506",Census Tract 506,G5020,S,"6051740","0","+33.5730812","-117.2285109",,,,,
"3989","06","065","050700","06065050700","507",Census Tract 507,G5020,S,"16814568","0","+33.6184601","-117.1524268",0.000726929172370054,0.000163625951075841,"Census Tract 507, Riverside County, California","12223","2"
"3990","06","065","981000","06065981000","9810",Census Tract 9810,G5020,S,"6921381","0","+33.5600141","-114.9175538",,,,,
"3991","06","065","051200","06065051200","512",Census Tract 512,G5020,S,"63822929","3583","+33.4881154","-117.2137878",,,,,
"3992","06","065","043274","06065043274","432.74",Census Tract 432.74,G5020,S,"8439346","0","+33.6430873","-117.2478194",,,,,
"3993","06","065","043291","06065043291","432.91",Census Tract 432.91,G5020,S,"6154337","24987","+33.5660699","-117.1553002",,,,,
"3994","06","065","043513","06065043513","435.13",Census Tract 435.13,G5020,S,"2610352","538850","+33.7749302","-116.9288156",,,,,
"3995","06","065","043517","06065043517","435.17",Census Tract 435.17,G5020,S,"39132919","1281588","+33.8217138","-117.0200534",0.000195206496096036,0.000392721560413667,"Census Tract 435.17, Riverside County, California","7639","3"
"3996","06","001","406201","06001406201","4062.01",Census Tract 4062.01,G5020,S,"408075","0","+37.7850449","-122.2307360",,,,,
"3997","06","001","406202","06001406202","4062.02",Census Tract 4062.02,G5020,S,"392183","0","+37.7819786","-122.2265557",,,,,
"3998","06","001","406300","06001406300","4063",Census Tract 4063,G5020,S,"485716","0","+37.7892880","-122.2250127",0.0091102619637813,0.000225988700564972,"Census Tract 4063, Alameda County, California","4425","1"
"3999","06","111","002905","06111002905","29.05",Census Tract 29.05,G5020,S,"19317568","1550659","+34.2106961","-119.2329126",0.000289115068729149,0.00143240823634736,"Census Tract 29.05, Ventura County, California","5585","8"
"4000","06","085","503333","06085503333","5033.33",Census Tract 5033.33,G5020,S,"2062470","0","+37.3011016","-121.7885610",,,,,
"4001","06","037","128801","06037128801","1288.01",Census Tract 1288.01,G5020,S,"492122","0","+34.1682377","-118.4651573",,,,,
"4002","06","037","134903","06037134903","1349.03",Census Tract 1349.03,G5020,S,"564487","1794","+34.1924692","-118.5916956",,,,,
"4003","06","037","139503","06037139503","1395.03",Census Tract 1395.03,G5020,S,"351721","0","+34.1677849","-118.5245194",,,,,
"4004","06","037","139504","06037139504","1395.04",Census Tract 1395.04,G5020,S,"289066","0","+34.1670182","-118.5202503",,,,,
"4005","06","001","450501","06001450501","4505.01",Census Tract 4505.01,G5020,S,"1163206","0","+37.7068544","-121.9419571",,,,,
"4006","06","083","000804","06083000804","8.04",Census Tract 8.04,G5020,S,"2794239","313302","+34.4183039","-119.6773409",,,,,
"4007","06","029","000400","06029000400","4",Census Tract 4,G5020,S,"3020182","139236","+35.4058896","-119.0337470",0.00144295939781113,5.36989444699403,"Census Tract 4, Kern County, California","4358","23402"
"4008","06","029","000504","06029000504","5.04",Census Tract 5.04,G5020,S,"3281606","0","+35.4176598","-119.0737143",0.00146757410853101,0.0454734219269103,"Census Tract 5.04, Kern County, California","4816","219"
"4009","06","029","000506","06029000506","5.06",Census Tract 5.06,G5020,S,"3264753","0","+35.3924387","-119.0832776",0.000696836789796962,0.021978021978022,"Census Tract 5.06, Kern County, California","2275","50"
"4010","06","029","000507","06029000507","5.07",Census Tract 5.07,G5020,S,"17063106","441164","+35.3867101","-119.0632205",0.000213970422501038,0.0334155026020268,"Census Tract 5.07, Kern County, California","3651","122"
"4011","06","085","503903","06085503903","5039.03",Census Tract 5039.03,G5020,S,"927239","0","+37.3684579","-121.8355428",,,,,
"4012","06","013","386000","06013386000","3860",Census Tract 3860,G5020,S,"974171","0","+37.9227493","-122.3152280",,,,,
"4013","06","013","354001","06013354001","3540.01",Census Tract 3540.01,G5020,S,"13761617","0","+37.8838155","-122.2166619",0.00015412433001151,0.000471475719000471,"Census Tract 3540.01, Contra Costa County, California","2121","1"
"4014","06","013","318000","06013318000","3180",Census Tract 3180,G5020,S,"11971988","1895228","+38.0170765","-122.1602988",,,,,
"4015","06","013","314200","06013314200","3142",Census Tract 3142,G5020,S,"4886067","5034331","+38.0470791","-121.9827259",0.00149875144978569,0.00027311211252219,"Census Tract 3142, Contra Costa County, California","7323","2"
"4016","06","013","355301","06013355301","3553.01",Census Tract 3553.01,G5020,S,"9023409","0","+37.9374062","-121.9699499",,,,,
"4017","06","013","357000","06013357000","3570",Census Tract 3570,G5020,S,"11165471","2437800","+38.0407401","-122.1962349",,,,,
"4018","06","071","008403","06071008403","84.03",Census Tract 84.03,G5020,S,"5273916","1963","+34.0479661","-117.1538908",,,,,
"4019","06","013","337100","06013337100","3371",Census Tract 3371,G5020,S,"2773204","0","+37.9572195","-122.0148313",,,,,
"4020","06","013","363000","06013363000","3630",Census Tract 3630,G5020,S,"4409406","0","+37.9788744","-122.3086998",,,,,
"4021","06","013","321101","06013321101","3211.01",Census Tract 3211.01,G5020,S,"4320375","0","+37.9885820","-122.1027400",,,,,
"4022","06","013","320001","06013320001","3200.01",Census Tract 3200.01,G5020,S,"15301506","1625160","+38.0218058","-122.0963072",0.000251151749376826,0.574290918553214,"Census Tract 3200.01, Contra Costa County, California","3843","2207"
"4023","06","013","307205","06013307205","3072.05",Census Tract 3072.05,G5020,S,"3061616","0","+37.9860335","-121.8450270",,,,,
"4024","06","013","355302","06013355302","3553.02",Census Tract 3553.02,G5020,S,"7517809","0","+37.9212391","-121.9942166",0.00045319055059792,0.000293513354857646,"Census Tract 3553.02, Contra Costa County, California","3407","1"
"4025","06","053","012200","06053012200","122",Census Tract 122,G5020,S,"862071","0","+36.6173279","-121.9208292",0.00304035282476733,0.00343380389164441,"Census Tract 122, Monterey County, California","2621","9"
"4026","06","013","307101","06013307101","3071.01",Census Tract 3071.01,G5020,S,"2142560","0","+37.9866563","-121.8155459",,,,,
"4027","06","029","000600","06029000600","6",Census Tract 6,G5020,S,"4335420","272345","+35.3952759","-119.0135607",0.00165658690507494,0.148148148148148,"Census Tract 6, Kern County, California","7182","1064"
